,fct_name,return_type,e_name,arg_pos,arg_type,arg_name
1193,cblas_cher2k,void,cher2k,8,const void*,B
1194,cblas_cher2k,void,cher2k,9,const int,ldb
1195,cblas_cher2k,void,cher2k,10,const float,beta
1196,cblas_cher2k,void,cher2k,11,void*,C
1197,cblas_cher2k,void,cher2k,12,const int,ldc
1198,cblas_zhemm,void,zhemm,0,const enum CBLAS_ORDER,Order
1199,cblas_zhemm,void,zhemm,1,const enum CBLAS_SIDE,Side
1200,cblas_zhemm,void,zhemm,2,const enum CBLAS_UPLO,Uplo
1201,cblas_zhemm,void,zhemm,3,const int,M
1202,cblas_zhemm,void,zhemm,4,const int,N
1203,cblas_zhemm,void,zhemm,5,const void*,alpha
1204,cblas_zhemm,void,zhemm,6,const void*,A
1205,cblas_zhemm,void,zhemm,7,const int,lda
1206,cblas_zhemm,void,zhemm,8,const void*,B
1207,cblas_zhemm,void,zhemm,9,const int,ldb
1208,cblas_zhemm,void,zhemm,10,const void*,beta
1209,cblas_zhemm,void,zhemm,11,void*,C
1210,cblas_zhemm,void,zhemm,12,const int,ldc
1211,cblas_zherk,void,zherk,0,const enum CBLAS_ORDER,Order
1212,cblas_zherk,void,zherk,1,const enum CBLAS_UPLO,Uplo
1213,cblas_zherk,void,zherk,2,const enum CBLAS_TRANSPOSE,Trans
1214,cblas_zherk,void,zherk,3,const int,N
1215,cblas_zherk,void,zherk,4,const int,K
1216,cblas_zherk,void,zherk,5,const double,alpha
1217,cblas_zherk,void,zherk,6,const void*,A
1218,cblas_zherk,void,zherk,7,const int,lda
1219,cblas_zherk,void,zherk,8,const double,beta
1220,cblas_zherk,void,zherk,9,void*,C
1221,cblas_zherk,void,zherk,10,const int,ldc
1222,cblas_zher2k,void,zher2k,0,const enum CBLAS_ORDER,Order
1223,cblas_zher2k,void,zher2k,1,const enum CBLAS_UPLO,Uplo
1224,cblas_zher2k,void,zher2k,2,const enum CBLAS_TRANSPOSE,Trans
1225,cblas_zher2k,void,zher2k,3,const int,N
1226,cblas_zher2k,void,zher2k,4,const int,K
1227,cblas_zher2k,void,zher2k,5,const void*,alpha
1228,cblas_zher2k,void,zher2k,6,const void*,A
1229,cblas_zher2k,void,zher2k,7,const int,lda
1230,cblas_zher2k,void,zher2k,8,const void*,B
1231,cblas_zher2k,void,zher2k,9,const int,ldb
1232,cblas_zher2k,void,zher2k,10,const double,beta
1233,cblas_zher2k,void,zher2k,11,void*,C
1234,cblas_zher2k,void,zher2k,12,const int,ldc
